N	depth	rgb	gt
2108	1311878302.777037	1311878302.773854	1311878302.776100
2109	1311878302.806405	1311878302.806397	1311878302.806100
2110	1311878302.876085	1311878302.876064	1311878302.876000
2111	1311878302.906012	1311878302.876064	1311878302.906100
2112	1311878303.006642	1311878303.006625	1311878303.006100
2113	1311878303.042378	1311878303.073702	1311878303.043000
2114	1311878303.144691	1311878303.144433	1311878303.146100
2115	1311878303.208822	1311878303.208760	1311878303.209500
2116	1311878303.241863	1311878303.241859	1311878303.242800
2117	1311878303.273538	1311878303.273533	1311878303.272900
2118	1311878303.306083	1311878303.273533	1311878303.306100
2119	1311878303.374041	1311878303.343899	1311878303.372800
2120	1311878303.441828	1311878303.474889	1311878303.442700
2121	1311878303.543544	1311878303.544179	1311878303.542700
2122	1311878303.574536	1311878303.544179	1311878303.576100
2123	1311878303.674889	1311878303.674845	1311878303.676100
2124	1311878303.744760	1311878303.747203	1311878303.746000
2125	1311878303.773830	1311878303.747203	1311878303.772700
2126	1311878303.875128	1311878303.875118	1311878303.876200
2127	1311878303.910027	1311878303.944679	1311878303.909400
2128	1311878303.974336	1311878303.974678	1311878303.972700
2129	1311878304.011745	1311878304.011734	1311878304.012900
2130	1311878304.041985	1311878304.041955	1311878304.042800
2131	1311878304.074616	1311878304.041955	1311878304.076400
2132	1311878304.142456	1311878304.112443	1311878304.142700
2133	1311878304.211138	1311878304.242948	1311878304.209700
2134	1311878304.274083	1311878304.242948	1311878304.272700
2135	1311878304.342051	1311878304.342048	1311878304.342700
2136	1311878304.373964	1311878304.373946	1311878304.372700
2137	1311878304.410203	1311878304.410134	1311878304.409300
2138	1311878304.476476	1311878304.476417	1311878304.476200
2139	1311878304.542244	1311878304.542228	1311878304.542600
2140	1311878304.612528	1311878304.612512	1311878304.612700
2141	1311878304.642340	1311878304.612512	1311878304.642500
2142	1311878304.745121	1311878304.745111	1311878304.746100
2143	1311878304.774703	1311878304.745111	1311878304.776100
2144	1311878304.844572	1311878304.844562	1311878304.845900
2145	1311878304.878184	1311878304.878173	1311878304.879400
2146	1311878304.910550	1311878304.910189	1311878304.909400
2147	1311878304.942495	1311878304.942486	1311878304.942700
2148	1311878304.981216	1311878305.012832	1311878304.982800
2149	1311878305.078557	1311878305.078543	1311878305.079200
2150	1311878305.110266	1311878305.078543	1311878305.109500
2151	1311878305.145078	1311878305.145035	1311878305.146000
2152	1311878305.178380	1311878305.178369	1311878305.179300
2153	1311878305.280763	1311878305.280737	1311878305.279400
2154	1311878305.379136	1311878305.411895	1311878305.379300
2155	1311878305.443460	1311878305.411895	1311878305.442800
2156	1311878305.512420	1311878305.481208	1311878305.512700
2157	1311878305.579623	1311878305.545712	1311878305.579600
2158	1311878305.646024	1311878305.613571	1311878305.646100
2159	1311878305.711481	1311878305.681125	1311878305.712600
2160	1311878305.813258	1311878305.813226	1311878305.812700
2161	1311878305.842578	1311878305.842564	1311878305.843300
2162	1311878305.878268	1311878305.912792	1311878305.879400
2163	1311878305.942861	1311878305.912792	1311878305.942800
2164	1311878306.010477	1311878305.981364	1311878306.009900
2165	1311878306.078872	1311878306.049163	1311878306.079400
2166	1311878306.149669	1311878306.181585	1311878306.149400
2167	1311878306.210725	1311878306.210716	1311878306.209400
2168	1311878306.281638	1311878306.281617	1311878306.282600
2169	1311878306.311697	1311878306.281617	1311878306.312600
2170	1311878306.381154	1311878306.381131	1311878306.382700
2171	1311878306.411896	1311878306.381131	1311878306.412800
2172	1311878306.513908	1311878306.513861	1311878306.512700
2173	1311878306.549065	1311878306.581864	1311878306.549200
2174	1311878306.650170	1311878306.681924	1311878306.649400
2175	1311878306.710723	1311878306.681924	1311878306.709200
2176	1311878306.780533	1311878306.755889	1311878306.779300
2177	1311878306.848192	1311878306.881805	1311878306.849300
2178	1311878306.950142	1311878306.949708	1311878306.949300
2179	1311878306.978826	1311878306.978827	1311878306.979400
2180	1311878307.010790	1311878306.978827	1311878307.009200
2181	1311878307.080339	1311878307.049783	1311878307.079500
2182	1311878307.150155	1311878307.181849	1311878307.149300
2183	1311878307.212849	1311878307.212844	1311878307.212500
2184	1311878307.282016	1311878307.281990	1311878307.282700
2185	1311878307.349897	1311878307.349300	1311878307.349100
2186	1311878307.417790	1311878307.417770	1311878307.419300
2187	1311878307.447937	1311878307.447927	1311878307.449400
2188	1311878307.519345	1311878307.517148	1311878307.519200
2189	1311878307.550843	1311878307.581780	1311878307.549300
2190	1311878307.616722	1311878307.649298	1311878307.616000
2191	1311878307.680939	1311878307.681165	1311878307.679400
2192	1311878307.714809	1311878307.715082	1311878307.716000
2193	1311878307.782308	1311878307.782131	1311878307.782600
2194	1311878307.815664	1311878307.815657	1311878307.816100
2195	1311878307.847962	1311878307.815657	1311878307.849400
2196	1311878307.915576	1311878307.915567	1311878307.915900
2197	1311878307.949086	1311878307.947158	1311878307.949100
2198	1311878307.984573	1311878307.978955	1311878307.985900
2199	1311878308.017237	1311878308.016963	1311878308.015800
2200	1311878308.082115	1311878308.081751	1311878308.082800
2201	1311878308.149180	1311878308.149173	1311878308.149400
2202	1311878308.178707	1311878308.149173	1311878308.179400
2203	1311878308.246316	1311878308.217674	1311878308.246000
2204	1311878308.315351	1311878308.281440	1311878308.315900
2205	1311878308.379442	1311878308.378735	1311878308.380000
2206	1311878308.418104	1311878308.418097	1311878308.419300
2207	1311878308.482426	1311878308.482275	1311878308.482600
2208	1311878308.515684	1311878308.515553	1311878308.515900
2209	1311878308.586572	1311878308.586043	1311878308.585900
2210	1311878308.616393	1311878308.586043	1311878308.615900
2211	1311878308.685933	1311878308.685922	1311878308.685900
2212	1311878308.750363	1311878308.750352	1311878308.749300
2213	1311878308.783395	1311878308.782965	1311878308.782700
2214	1311878308.849980	1311878308.849946	1311878308.849300
2215	1311878308.885503	1311878308.917846	1311878308.886100
2216	1311878308.948502	1311878308.948493	1311878308.949200
2217	1311878308.985605	1311878309.015547	1311878308.986000
2218	1311878309.086518	1311878309.085797	1311878309.085700
2219	1311878309.149557	1311878309.185843	1311878309.149100
2220	1311878309.248998	1311878309.216195	1311878309.249300
2221	1311878309.350325	1311878309.357856	1311878309.349200
2222	1311878309.383415	1311878309.357856	1311878309.382600
2223	1311878309.447668	1311878309.417481	1311878309.446000
2224	1311878309.515787	1311878309.515776	1311878309.516000
2225	1311878309.586278	1311878309.586191	1311878309.585700
2226	1311878309.650039	1311878309.650007	1311878309.649300
2227	1311878309.717392	1311878309.717636	1311878309.715900
2228	1311878309.752916	1311878309.785124	1311878309.752700
2229	1311878309.815673	1311878309.785124	1311878309.815800
2230	1311878309.917337	1311878309.917637	1311878309.915800
2231	1311878309.985776	1311878309.985722	1311878309.985900
2232	1311878310.014428	1311878309.985722	1311878310.016000
2233	1311878310.082565	1311878310.053939	1311878310.082800
2234	1311878310.186939	1311878310.186916	1311878310.185700
2235	1311878310.214636	1311878310.186916	1311878310.215800
2236	1311878310.286173	1311878310.285634	1311878310.286100
2237	1311878310.314553	1311878310.314541	1311878310.314000
2238	1311878310.418108	1311878310.418085	1311878310.419100
2239	1311878310.451806	1311878310.451788	1311878310.452600
2240	1311878310.518226	1311878310.517543	1311878310.519200
2241	1311878310.550706	1311878310.517543	1311878310.549200
2242	1311878310.654097	1311878310.654065	1311878310.652400
2243	1311878310.683289	1311878310.683234	1311878310.682500
2244	1311878310.717295	1311878310.717215	1311878310.715800
2245	1311878310.750555	1311878310.750549	1311878310.749300
2246	1311878310.784628	1311878310.818062	1311878310.785800
2247	1311878310.850262	1311878310.818062	1311878310.849200
2248	1311878310.915486	1311878310.885572	1311878310.915900
2249	1311878311.021466	1311878311.053262	1311878311.022500
2250	1311878311.121275	1311878311.121252	1311878311.122300
2251	1311878311.186296	1311878311.186113	1311878311.185900
2252	1311878311.221744	1311878311.186113	1311878311.222500
2253	1311878311.285904	1311878311.285879	1311878311.285900
2254	1311878311.354021	1311878311.354010	1311878311.352400
2255	1311878311.383540	1311878311.354010	1311878311.382600
2256	1311878311.456656	1311878311.484863	1311878311.455800
2257	1311878311.519892	1311878311.554137	1311878311.519000
2258	1311878311.583400	1311878311.554137	1311878311.582500
2259	1311878311.650291	1311878311.622283	1311878311.649200
2260	1311878311.686243	1311878311.686043	1311878311.685800
2261	1311878311.757400	1311878311.753822	1311878311.758900
2262	1311878311.821981	1311878311.854196	1311878311.822600
2263	1311878311.854252	1311878311.854196	1311878311.855600
2264	1311878311.883921	1311878311.854196	1311878311.882500
2265	1311878311.922301	1311878311.953973	1311878311.922300
2266	1311878312.022273	1311878312.022537	1311878312.022400
2267	1311878312.051690	1311878312.022537	1311878312.052300
2268	1311878312.086865	1311878312.085477	1311878312.085700
2269	1311878312.150444	1311878312.118815	1311878312.149100
2270	1311878312.253578	1311878312.288495	1311878312.252400
2271	1311878312.350313	1311878312.318490	1311878312.349000
2272	1311878312.418822	1311878312.418805	1311878312.419300
2273	1311878312.450902	1311878312.450894	1311878312.452400
2274	1311878312.487502	1311878312.522245	1311878312.489000
2275	1311878312.590390	1311878312.590369	1311878312.589200
2276	1311878312.619035	1311878312.590369	1311878312.619200
2277	1311878312.688019	1311878312.721141	1311878312.689100
2278	1311878312.751278	1311878312.750475	1311878312.752400
2279	1311878312.820883	1311878312.820659	1311878312.822500
2280	1311878312.850816	1311878312.820659	1311878312.849500
2281	1311878312.919307	1311878312.890247	1311878312.919200
2282	1311878312.952395	1311878312.952383	1311878312.952600
2283	1311878312.987674	1311878313.021688	1311878312.989000
2284	1311878313.090285	1311878313.090265	1311878313.089100
2285	1311878313.154945	1311878313.154940	1311878313.155500
2286	1311878313.221866	1311878313.254598	1311878313.222300
2287	1311878313.322568	1311878313.354249	1311878313.322100
2288	1311878313.420680	1311878313.420662	1311878313.422300
2289	1311878313.458295	1311878313.454415	1311878313.459200
2290	1311878313.488028	1311878313.487578	1311878313.489200
2291	1311878313.557852	1311878313.590214	1311878313.559300
2292	1311878313.657690	1311878313.658578	1311878313.658900
2293	1311878313.721753	1311878313.758002	1311878313.699100
2294	1311878313.822214	1311878313.822191	1311878313.822300
2295	1311878313.920098	1311878313.920068	1311878313.919100
2296	1311878313.955294	1311878313.989758	1311878313.955700
2297	1311878314.056671	1311878314.090237	1311878314.055800
2298	1311878314.158090	1311878314.189851	1311878314.158900
2299	1311878314.219523	1311878314.219336	1311878314.219000
2300	1311878314.256088	1311878314.288155	1311878314.255700
2301	1311878314.357443	1311878314.388681	1311878314.355900
2302	1311878314.456772	1311878314.488764	1311878314.455600
2303	1311878314.556783	1311878314.556459	1311878314.555600
2304	1311878314.621855	1311878314.656108	1311878314.622300
2305	1311878314.725753	1311878314.757089	1311878314.725700
2306	1311878314.790142	1311878314.790105	1311878314.789100
2307	1311878314.823498	1311878314.856646	1311878314.822500
2308	1311878314.958061	1311878314.958806	1311878314.959000
2309	1311878315.024914	1311878315.024904	1311878315.025800
2310	1311878315.054565	1311878315.054554	1311878315.055600
2311	1311878315.126174	1311878315.126151	1311878315.125600
2312	1311878315.154874	1311878315.154575	1311878315.155700
2313	1311878315.256640	1311878315.256275	1311878315.255700
2314	1311878315.326091	1311878315.325825	1311878315.325600
2315	1311878315.390575	1311878315.389789	1311878315.389000
2316	1311878315.427212	1311878315.427207	1311878315.425700
2317	1311878315.489784	1311878315.457303	1311878315.489100
2318	1311878315.554356	1311878315.554348	1311878315.555800
2319	1311878315.586453	1311878315.586447	1311878315.585600
2320	1311878315.622479	1311878315.622430	1311878315.622200
2321	1311878315.654830	1311878315.654823	1311878315.655600
2322	1311878315.725504	1311878315.758528	1311878315.725600
2323	1311878315.794377	1311878315.788834	1311878315.795500
2324	1311878315.857775	1311878315.857763	1311878315.859200
2325	1311878315.886969	1311878315.886791	1311878315.885700
2326	1311878315.924648	1311878315.959500	1311878315.925700
2327	1311878316.027059	1311878316.023450	1311878316.025700
2328	1311878316.054721	1311878316.023450	1311878316.055600
2329	1311878316.157434	1311878316.154521	1311878316.158800
2330	1311878316.223407	1311878316.223374	1311878316.222000
2331	1311878316.297558	1311878316.291961	1311878316.299100
2332	1311878316.354783	1311878316.354772	1311878316.355700
2333	1311878316.390716	1311878316.390699	1311878316.392300
2334	1311878316.422540	1311878316.390699	1311878316.422300
2335	1311878316.492427	1311878316.492412	1311878316.492200
2336	1311878316.522275	1311878316.492412	1311878316.522700
2337	1311878316.594906	1311878316.591041	1311878316.595500
2338	1311878316.657705	1311878316.692565	1311878316.659000
2339	1311878316.758405	1311878316.757794	1311878316.758800
2340	1311878316.792941	1311878316.792675	1311878316.792300
2341	1311878316.857562	1311878316.857596	1311878316.859000
2342	1311878316.957716	1311878316.957532	1311878316.958800
2343	1311878317.027169	1311878317.025562	1311878317.028800
2344	1311878317.056131	1311878317.025562	1311878317.055600
2345	1311878317.162064	1311878317.162016	1311878317.162200
2346	1311878317.223605	1311878317.223586	1311878317.222300
2347	1311878317.261437	1311878317.261264	1311878317.262300
2348	1311878317.362485	1311878317.362457	1311878317.362100
2349	1311878317.464910	1311878317.463177	1311878317.465700
2350	1311878317.560020	1311878317.559785	1311878317.558800
2351	1311878317.591613	1311878317.559785	1311878317.592100
2352	1311878317.660090	1311878317.690540	1311878317.658900
2353	1311878317.723712	1311878317.690540	1311878317.722300
2354	1311878317.824833	1311878317.825325	1311878317.825700
2355	1311878317.893780	1311878317.893624	1311878317.892200
2356	1311878317.922968	1311878317.893624	1311878317.923000
2357	1311878318.061863	1311878318.061811	1311878318.062200
2358	1311878318.124739	1311878318.158721	1311878318.125500
2359	1311878318.224388	1311878318.224123	1311878318.225400
2360	1311878318.258468	1311878318.224123	1311878318.258900
2361	1311878318.395261	1311878318.395236	1311878318.489000
2362	1311878318.461051	1311878318.461033	1311878318.489000
2363	1311878318.528615	1311878318.558765	1311878318.528900
2364	1311878318.626764	1311878318.661882	1311878318.625500
2365	1311878318.690310	1311878318.690302	1311878318.689100
2366	1311878318.767048	1311878318.760805	1311878318.765500
2367	1311878318.828552	1311878318.828543	1311878318.828800
2368	1311878318.891620	1311878318.891584	1311878318.892200
2369	1311878318.926512	1311878318.926482	1311878318.925500
2370	1311878318.960221	1311878318.926482	1311878318.958900
2371	1311878319.061926	1311878319.061905	1311878319.062000
2372	1311878319.091172	1311878319.061905	1311878319.092200
2373	1311878319.159336	1311878319.159327	1311878319.158800
2374	1311878319.227925	1311878319.261042	1311878319.228800
2375	1311878319.328112	1311878319.328407	1311878319.328800
2376	1311878319.358564	1311878319.358812	1311878319.359000
2377	1311878319.429831	1311878319.459724	1311878319.428900
2378	1311878319.529650	1311878319.529628	1311878319.528800
2379	1311878319.630963	1311878319.630935	1311878319.632000
2380	1311878319.699003	1311878319.697978	1311878319.698900
2381	1311878319.728350	1311878319.726966	1311878319.728800
2382	1311878319.798163	1311878319.798143	1311878319.798800
2383	1311878319.862553	1311878319.862537	1311878319.862300
2384	1311878319.895527	1311878319.895521	1311878319.895500
2385	1311878319.962754	1311878319.962608	1311878319.962100
2386	1311878319.995179	1311878319.995171	1311878319.995400
2387	1311878320.061843	1311878320.061819	1311878320.062200
2388	1311878320.129667	1311878320.129637	1311878320.128700
2389	1311878320.159510	1311878320.129637	1311878320.158700
2390	1311878320.261933	1311878320.261910	1311878320.262200
2391	1311878320.330189	1311878320.330137	1311878320.328800
2392	1311878320.359982	1311878320.359972	1311878320.358800
2393	1311878320.395849	1311878320.430435	1311878320.395300
2394	1311878320.498146	1311878320.498119	1311878320.498800
2395	1311878320.527935	1311878320.528154	1311878320.529000
2396	1311878320.595954	1311878320.595915	1311878320.595500
2397	1311878320.662005	1311878320.661993	1311878320.662100
2398	1311878320.729974	1311878320.729951	1311878320.728900
2399	1311878320.760799	1311878320.729951	1311878320.762300
2400	1311878320.866449	1311878320.866408	1311878320.865500
2401	1311878320.929684	1311878320.929662	1311878320.928800
2402	1311878320.998399	1311878320.998378	1311878320.998800
2403	1311878321.097858	1311878321.097833	1311878321.098800
2404	1311878321.165885	1311878321.165866	1311878321.165500
2405	1311878321.194596	1311878321.194588	1311878321.195700
2406	1311878321.265459	1311878321.265437	1311878321.265500
2407	1311878321.336134	1311878321.329653	1311878321.335400
2408	1311878321.397146	1311878321.397127	1311878321.395500
2409	1311878321.427097	1311878321.427090	1311878321.425700
2410	1311878321.497529	1311878321.497514	1311878321.498700
2411	1311878321.566291	1311878321.566275	1311878321.565500
2412	1311878321.630444	1311878321.630395	1311878321.632000
2413	1311878321.698297	1311878321.697699	1311878321.699000
2414	1311878321.766132	1311878321.766125	1311878321.765200
2415	1311878321.829501	1311878321.829478	1311878321.828600
2416	1311878321.898072	1311878321.898046	1311878321.898800
2417	1311878321.966263	1311878321.966159	1311878321.965400
2418	1311878322.030567	1311878322.030546	1311878322.032100
2419	1311878322.098609	1311878322.098577	1311878322.098700
2420	1311878322.166347	1311878322.166323	1311878322.165500
2421	1311878322.233948	1311878322.233919	1311878322.235300
2422	1311878322.297906	1311878322.297883	1311878322.298700
2423	1311878322.330579	1311878322.330546	1311878322.332100
2424	1311878322.398098	1311878322.397874	1311878322.398700
2425	1311878322.466035	1311878322.465573	1311878322.465300
2426	1311878322.530237	1311878322.530203	1311878322.528600
2427	1311878322.563997	1311878322.563981	1311878322.565600
2428	1311878322.634398	1311878322.634188	1311878322.635300
2429	1311878322.698101	1311878322.697679	1311878322.698600
2430	1311878322.730932	1311878322.730924	1311878322.732100
2431	1311878322.767227	1311878322.764123	1311878322.768700
2432	1311878322.794262	1311878322.794248	1311878322.795400
2433	1311878322.833413	1311878322.833370	1311878322.832100
2434	1311878322.933282	1311878322.933235	1311878322.932100
2435	1311878322.964620	1311878322.964609	1311878322.965400
2436	1311878322.994395	1311878322.994386	1311878322.995300
2437	1311878323.034347	1311878323.034325	1311878323.035400
2438	1311878323.064114	1311878323.064101	1311878323.065400
2439	1311878323.133970	1311878323.133962	1311878323.132000
2440	1311878323.163445	1311878323.163439	1311878323.162200
2441	1311878323.234488	1311878323.234236	1311878323.235300
2442	1311878323.297942	1311878323.297927	1311878323.298800
2443	1311878323.366180	1311878323.366151	1311878323.365300
2444	1311878323.398748	1311878323.366151	1311878323.398800
2445	1311878323.502264	1311878323.502223	1311878323.502000
2446	1311878323.531639	1311878323.532052	1311878323.532000
2447	1311878323.601619	1311878323.601604	1311878323.601900
2448	1311878323.668694	1311878323.666404	1311878323.668600
2449	1311878323.733865	1311878323.733853	1311878323.735400
2450	1311878323.801943	1311878323.801928	1311878323.802200
2451	1311878323.830433	1311878323.830422	1311878323.828900
2452	1311878323.865744	1311878323.830422	1311878323.865300
2453	1311878323.974350	1311878323.968035	1311878323.975400
2454	1311878323.998116	1311878323.998108	1311878323.998800
2455	1311878324.032028	1311878324.032014	1311878324.032100
2456	1311878324.102531	1311878324.103130	1311878324.102000
2457	1311878324.166105	1311878324.166076	1311878324.165400
2458	1311878324.198441	1311878324.198434	1311878324.198600
2459	1311878324.230717	1311878324.198434	1311878324.232100
2460	1311878324.298308	1311878324.266048	1311878324.298700
2461	1311878324.401470	1311878324.401458	1311878324.402200
2462	1311878324.430467	1311878324.401458	1311878324.428900
2463	1311878324.534293	1311878324.534203	1311878324.535400
2464	1311878324.598484	1311878324.598432	1311878324.598700
2465	1311878324.676342	1311878324.669512	1311878324.675400
2466	1311878324.771385	1311878324.770145	1311878324.771900
2467	1311878324.834202	1311878324.834191	1311878324.835300
2468	1311878324.902060	1311878324.901804	1311878324.902000
2469	1311878324.971727	1311878324.971242	1311878324.971900
2470	1311878325.003378	1311878324.999309	1311878325.002100
2471	1311878325.070460	1311878325.070410	1311878325.072000
2472	1311878325.134188	1311878325.134025	1311878325.135200
2473	1311878325.201816	1311878325.201799	1311878325.202000
2474	1311878325.270227	1311878325.269944	1311878325.268600
2475	1311878325.333999	1311878325.333594	1311878325.335300
2476	1311878325.402874	1311878325.402088	1311878325.401900
2477	1311878325.472196	1311878325.471472	1311878325.472100
2478	1311878325.499526	1311878325.471472	1311878325.498800
2479	1311878325.601642	1311878325.601620	1311878325.601800
2480	1311878325.671106	1311878325.670154	1311878325.671700
2481	1311878325.701933	1311878325.700290	1311878325.702000
2482	1311878325.730484	1311878325.700290	1311878325.732100
2483	1311878325.837803	1311878325.837790	1311878325.838600
2484	1311878325.901978	1311878325.901960	1311878325.901900
2485	1311878325.934145	1311878325.934139	1311878325.935500
2486	1311878325.968340	1311878326.002174	1311878325.968600
2487	1311878326.070844	1311878326.070819	1311878326.071900
2488	1311878326.098782	1311878326.098769	1311878326.098600
2489	1311878326.137320	1311878326.169795	1311878326.138700
2490	1311878326.238779	1311878326.238442	1311878326.238600
2491	1311878326.302507	1311878326.302487	1311878326.301900
2492	1311878326.370807	1311878326.369982	1311878326.372000
2493	1311878326.438556	1311878326.438506	1311878326.438500
2494	1311878326.466800	1311878326.466796	1311878326.465200
2495	1311878326.538240	1311878326.538162	1311878326.538700
2496	1311878326.567813	1311878326.538162	1311878326.568500
2497	1311878326.636694	1311878326.669390	1311878326.635300
2498	1311878326.698450	1311878326.698353	1311878326.698700
2499	1311878326.737856	1311878326.769514	1311878326.738600
2500	1311878326.769749	1311878326.769514	1311878326.768400
2501	1311878326.798368	1311878326.798361	1311878326.798500
2502	1311878326.838087	1311878326.870001	1311878326.838600
2503	1311878326.900434	1311878326.870001	1311878326.901900
2504	1311878326.968859	1311878326.938333	1311878326.968500
2505	1311878327.034631	1311878327.034623	1311878327.035300
2506	1311878327.066503	1311878327.034623	1311878327.065100
2507	1311878327.134478	1311878327.106135	1311878327.131800
2508	1311878327.202396	1311878327.169957	1311878327.201800
2509	1311878327.267525	1311878327.238139	1311878327.268400
2510	1311878327.338135	1311878327.306587	1311878327.338600
2511	1311878327.438094	1311878327.438082	1311878327.438400
2512	1311878327.506108	1311878327.538136	1311878327.505100
2513	1311878327.606095	1311878327.605712	1311878327.605300
2514	1311878327.638915	1311878327.634831	1311878327.638600
2515	1311878327.666748	1311878327.666736	1311878327.665200
2516	1311878327.704089	1311878327.704080	1311878327.705100
2517	1311878327.734456	1311878327.734438	1311878327.735300
2518	1311878327.807865	1311878327.807190	1311878327.808400
2519	1311878327.834399	1311878327.807190	1311878327.835200
2520	1311878327.937814	1311878327.937506	1311878327.938500
2521	1311878327.966577	1311878327.937506	1311878327.965100
2522	1311878328.069451	1311878328.069441	1311878328.068600
2523	1311878328.105951	1311878328.137611	1311878328.105200
2524	1311878328.206153	1311878328.206134	1311878328.205200
2525	1311878328.234520	1311878328.206134	1311878328.235300
2526	1311878328.274557	1311878328.272686	1311878328.275300
2527	1311878328.337849	1311878328.337835	1311878328.338500
2528	1311878328.406133	1311878328.406114	1311878328.405100
2529	1311878328.473511	1311878328.473262	1311878328.474900
2530	1311878328.538445	1311878328.538434	1311878328.538600
2531	1311878328.570344	1311878328.538434	1311878328.571800
2532	1311878328.673275	1311878328.673213	1311878328.674900
2533	1311878328.737909	1311878328.737553	1311878328.738400
2534	1311878328.806242	1311878328.837864	1311878328.805300
2535	1311878328.870383	1311878328.837864	1311878328.871800
2536	1311878328.935186	1311878328.935179	1311878328.935200
2537	1311878329.006019	1311878329.006000	1311878329.005100
2538	1311878329.034669	1311878329.034646	1311878329.035300
2539	1311878329.103066	1311878329.110565	1311878329.101800
2540	1311878329.172362	1311878329.172349	1311878329.171600
2541	1311878329.202785	1311878329.208342	1311878329.202000
2542	1311878329.234937	1311878329.208342	1311878329.235000
2543	1311878329.303500	1311878329.273615	1311878329.301800
2544	1311878329.373087	1311878329.373044	1311878329.371600
2545	1311878329.438056	1311878329.437862	1311878329.438400
2546	1311878329.504424	1311878329.504380	1311878329.505100
2547	1311878329.539514	1311878329.539667	1311878329.538500
2548	1311878329.607248	1311878329.605304	1311878329.608200
2549	1311878329.642231	1311878329.638395	1311878329.641700
2550	1311878329.670810	1311878329.670795	1311878329.671800
2551	1311878329.702411	1311878329.670795	1311878329.701800
2552	1311878329.805825	1311878329.807034	1311878329.805300
2553	1311878329.873731	1311878329.873714	1311878329.875200
2554	1311878329.902696	1311878329.873714	1311878329.901800
2555	1311878330.004576	1311878330.004277	1311878330.005000
2556	1311878330.040117	1311878330.073964	1311878330.038700
2557	1311878330.139886	1311878330.139811	1311878330.138500
2558	1311878330.170594	1311878330.139811	1311878330.171800
2559	1311878330.273946	1311878330.273778	1311878330.275100
2560	1311878330.341853	1311878330.341491	1311878330.341700
2561	1311878330.371737	1311878330.341491	1311878330.371800
2562	1311878330.472436	1311878330.472402	1311878330.471500
2563	1311878330.541753	1311878330.541724	1311878330.541700
2564	1311878330.571835	1311878330.551793	1311878330.571700
2565	1311878330.639962	1311878330.673790	1311878330.638400
2566	1311878330.702811	1311878330.702761	1311878330.701700
2567	1311878330.738935	1311878330.738926	1311878330.738300
2568	1311878330.808439	1311878330.808426	1311878330.808400
2569	1311878330.871737	1311878330.871729	1311878330.871600
2570	1311878330.941109	1311878330.941093	1311878330.941800
2571	1311878330.973615	1311878330.973526	1311878330.975200
2572	1311878331.008020	1311878331.041356	1311878331.008500
2573	1311878331.070333	1311878331.041356	1311878331.071500
2574	1311878331.139162	1311878331.110277	1311878331.138500
2575	1311878331.206406	1311878331.172293	1311878331.205100
2576	1311878331.270617	1311878331.240656	1311878331.271900
2577	1311878331.338310	1311878331.310036	1311878331.338600
2578	1311878331.406133	1311878331.373222	1311878331.405300
2579	1311878331.509733	1311878331.509476	1311878331.508600
2580	1311878331.539695	1311878331.539308	1311878331.538500
2581	1311878331.571111	1311878331.571102	1311878331.571800
2582	1311878331.606608	1311878331.606597	1311878331.605200
2583	1311878331.638586	1311878331.638576	1311878331.638600
2584	1311878331.708966	1311878331.708917	1311878331.708400
2585	1311878331.773075	1311878331.773061	1311878331.771800
2586	1311878331.806224	1311878331.773061	1311878331.805200
2587	1311878331.908599	1311878331.908221	1311878331.908500
2588	1311878331.939190	1311878331.908221	1311878331.938500
2589	1311878332.006778	1311878331.976947	1311878332.008400
2590	1311878332.074666	1311878332.041275	1311878332.075100
2591	1311878332.139422	1311878332.139413	1311878332.138500
2592	1311878332.209200	1311878332.209175	1311878332.208600
2593	1311878332.239075	1311878332.209175	1311878332.238600
2594	1311878332.307539	1311878332.277347	1311878332.308200
2595	1311878332.409801	1311878332.409788	1311878332.408300
2596	1311878332.476809	1311878332.476498	1311878332.478400
2597	1311878332.505955	1311878332.476498	1311878332.505100
2598	1311878332.573781	1311878332.540969	1311878332.575000
2599	1311878332.706135	1311878332.677348	1311878332.705000
2600	1311878332.774452	1311878332.741087	1311878332.775100
2601	1311878332.841195	1311878332.808046	1311878332.841900
2602	1311878332.939747	1311878332.939683	1311878332.938200
2603	1311878333.006181	1311878333.006161	1311878333.005000
2604	1311878333.077276	1311878333.077254	1311878333.078400
2605	1311878333.106745	1311878333.106735	1311878333.105100
2606	1311878333.138027	1311878333.138022	1311878333.138300
2607	1311878333.174045	1311878333.174037	1311878333.175200
2608	1311878333.206123	1311878333.206094	1311878333.205000
2609	1311878333.276802	1311878333.276757	1311878333.278300
2610	1311878333.306090	1311878333.276757	1311878333.305000
2611	1311878333.373859	1311878333.343080	1311878333.374900
2612	1311878333.444651	1311878333.444348	1311878333.445200
2613	1311878333.474032	1311878333.444348	1311878333.475200
2614	1311878333.575644	1311878333.575628	1311878333.574800
2615	1311878333.605879	1311878333.605867	1311878333.605500
2616	1311878333.676740	1311878333.676556	1311878333.678200
2617	1311878333.706246	1311878333.706239	1311878333.705000
2618	1311878333.745613	1311878333.776749	1311878333.745000
2619	1311878333.807406	1311878333.807371	1311878333.808300
2620	1311878333.844246	1311878333.844240	1311878333.845000
2621	1311878333.874727	1311878333.874719	1311878333.875200
2622	1311878333.907660	1311878333.907560	1311878333.908300
2623	1311878333.945761	1311878333.941792	1311878333.945000
2624	1311878334.012940	1311878334.009088	1311878334.011700
2625	1311878334.077596	1311878334.076504	1311878334.078200
